[27May2026 11:28:30.401] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, Red_Fog, --version, 1.21.1, --gameDir, C:/Users/grant/AppData/Roaming/PrismLauncher/instances/Journey High Tides/minecraft, --assetsDir, C:/Users/grant/AppData/Roaming/PrismLauncher/assets, --assetIndex, 17, --uuid, 246ce462051b443699b3d8f08edb935d, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, release, --fml.neoForgeVersion, 21.1.225, --fml.fmlVersion, 4.0.42, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient, --width, 854, --height, 480]
[27May2026 11:28:30.406] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: JVM identified as Microsoft OpenJDK 64-Bit Server VM 21.0.7+6-LTS
[27May2026 11:28:30.407] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.7 by Microsoft; OS Windows 11 arch amd64 version 10.0
[27May2026 11:28:31.622] [main/INFO] [net.neoforged.fml.loading.ImmediateWindowHandler/]: Loading ImmediateWindowProvider fmlearlywindow
[27May2026 11:28:31.715] [main/INFO] [EARLYDISPLAY/]: Trying GL version 4.6
[27May2026 11:28:32.010] [main/INFO] [EARLYDISPLAY/]: Requested GL version 4.6 got version 4.6
[27May2026 11:28:32.146] [main/WARN] [CrashAssistantJarInJarHelper/]: Stream injection failed; legacy loggers may retain blocking behavior.
[27May2026 11:28:32.148] [main/INFO] [CrashAssistantJarInJarHelper/]: Launching CrashAssistantApp (CrashAssistant-neoforge-1.20.6-1.21.4-1.11.8.jar)
[27May2026 11:28:32.416] [pool-2-thread-1/INFO] [EARLYDISPLAY/]: GL info: NVIDIA GeForce RTX 3080/PCIe/SSE2 GL version 4.6.0 NVIDIA 596.49, NVIDIA Corporation
[27May2026 11:33:21.461] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe croptopia:botanypots/walnut: Input does not contain a key [type]: MapLike[{"chance":0.05,"output":{"item":"croptopia:walnut_sapling"}}]; Input does not contain a key [type]: MapLike[{"chance":1.00,"output":{"item":"croptopia:walnut"},"minRolls":1,"maxRolls":2}]; Failed to parse either. First: Not a json array: {"block":"croptopia:walnut_sapling"}; Second: Input does not contain a key [type]: MapLike[{"block":"croptopia:walnut_sapling"}]; No key input in MapLike[{"bookshelf:load_conditions":[{"type":"bookshelf:item_exists","values":["croptopia:walnut_sapling"]}],"type":"botanypots:crop","seed":{"item":"croptopia:walnut_sapling"},"categories":["dirt"],"growthTicks":1400,"display":{"block":"croptopia:walnut_sapling"},"drops":[{"chance":1.00,"output":{"item":"croptopia:walnut"},"minRolls":1,"maxRolls":2},{"chance":0.05,"output":{"item":"croptopia:walnut_sapling"}}],"fabric:load_conditions":[{"condition":"fabric:all_mods_loaded","values":["botanypots"]}],"neoforge:conditions":[{"type":"almostunified:conditional","conditions_met":true,"original_conditions":[{"type":"neoforge:mod_loaded","modid":"botanypots"}]}]}]
[27May2026 11:33:21.462] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe oaksdelight:crafting/yellow_stained_display_case: Unknown registry key in ResourceKey[minecraft:root / minecraft:item]: oaksdelight:yellow_stained_display_case
[27May2026 11:33:21.467] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe oaksdelight:crafting/lime_stained_display_case: Unknown registry key in ResourceKey[minecraft:root / minecraft:item]: oaksdelight:lime_stained_display_case
[27May2026 11:33:21.470] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe kitchenkarrot:plate/cheese_wheel: No key id in MapLike[{"item":"kitchenkarrot:cheese_slice"}]; No key id in MapLike[{"item":"kitchenkarrot:cheese_wheel"}]
[27May2026 11:33:21.472] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe oaksdelight:crafting/black_stained_display_case: Unknown registry key in ResourceKey[minecraft:root / minecraft:item]: oaksdelight:black_stained_display_case
[27May2026 11:33:21.473] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe kitchenkarrot:compat/create/crushing_rock_salt: Failed to parse either. First: No key amount in MapLike[{"item":"minecraft:cobblestone","chance":0.2}]; No key id in MapLike[{"item":"minecraft:cobblestone","chance":0.2}]; Second: Failed to parse either. First: No key id in MapLike[{"item":"minecraft:cobblestone","chance":0.2}]; Second: Failed to parse either. First: Not a JSON object: "minecraft:cobblestone"; Second: Compat cannot be deserialized; Failed to parse either. First: No key amount in MapLike[{"item":"kitchenkarrot:rock_salt","chance":0.5}]; No key id in MapLike[{"item":"kitchenkarrot:rock_salt","chance":0.5}]; Second: Failed to parse either. First: No key id in MapLike[{"item":"kitchenkarrot:rock_salt","chance":0.5}]; Second: Failed to parse either. First: Not a JSON object: "kitchenkarrot:rock_salt"; Second: Compat cannot be deserialized; Failed to parse either. First: No key amount in MapLike[{"item":"kitchenkarrot:rock_salt","count":1}]; No key id in MapLike[{"item":"kitchenkarrot:rock_salt","count":1}]; Second: Failed to parse either. First: No key id in MapLike[{"item":"kitchenkarrot:rock_salt","count":1}]; Second: Failed to parse either. First: Not a JSON object: "kitchenkarrot:rock_salt"; Second: Compat cannot be deserialized
[27May2026 11:33:21.477] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe kitchenkarrot:air_compressor/canned_sweet_berry_milk: No key id in MapLike[{"item":"kitchenkarrot:canned_sweet_berry_milk"}]
[27May2026 11:33:21.477] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe oaksdelight:crafting/magenta_stained_display_case: Unknown registry key in ResourceKey[minecraft:root / minecraft:item]: oaksdelight:magenta_stained_display_case
[27May2026 11:33:21.477] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe kitchenkarrot:air_compressor/canned_pork_beetroot: No key id in MapLike[{"item":"kitchenkarrot:canned_pork_beetroot"}]
[27May2026 11:33:21.478] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe croptopia:botanypots/nutmeg: Input does not contain a key [type]: MapLike[{"chance":0.05,"output":{"item":"croptopia:nutmeg_sapling"}}]; Input does not contain a key [type]: MapLike[{"chance":1.00,"output":{"item":"croptopia:nutmeg"},"minRolls":1,"maxRolls":2}]; Failed to parse either. First: Not a json array: {"block":"croptopia:nutmeg_sapling"}; Second: Input does not contain a key [type]: MapLike[{"block":"croptopia:nutmeg_sapling"}]; No key input in MapLike[{"bookshelf:load_conditions":[{"type":"bookshelf:item_exists","values":["croptopia:nutmeg_sapling"]}],"type":"botanypots:crop","seed":{"item":"croptopia:nutmeg_sapling"},"categories":["dirt"],"growthTicks":1400,"display":{"block":"croptopia:nutmeg_sapling"},"drops":[{"chance":1.00,"output":{"item":"croptopia:nutmeg"},"minRolls":1,"maxRolls":2},{"chance":0.05,"output":{"item":"croptopia:nutmeg_sapling"}}],"fabric:load_conditions":[{"condition":"fabric:all_mods_loaded","values":["botanypots"]}],"neoforge:conditions":[{"type":"almostunified:conditional","conditions_met":true,"original_conditions":[{"type":"neoforge:mod_loaded","modid":"botanypots"}]}]}]
[27May2026 11:33:21.479] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe malum:malum/spirit_repair/occultism/purple_chalk: No key validItems in MapLike[{"neoforge:conditions":[{"type":"almostunified:conditional","conditions_met":true,"original_conditions":[{"type":"neoforge:mod_loaded","modid":"occultism"}]}],"type":"malum:spirit_repair","durabilityPercentage":1,"repairMaterial":{"count":2,"tag":"c:dusts/obsidian"},"spirits":[{"type":"malum:arcane","count":8}],"inputs":["occultism:chalk_purple"]}]
[27May2026 11:33:21.485] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe kitchenkarrot:plate/beef_in_dripleaf: No key id in MapLike[{"item":"kitchenkarrot:small_beef_in_dripleaf"}]; No key id in MapLike[{"item":"kitchenkarrot:beef_in_dripleaf"}]
[27May2026 11:33:21.492] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe croptopia:botanypots/banana: Input does not contain a key [type]: MapLike[{"chance":0.05,"output":{"item":"croptopia:banana_sapling"}}]; Input does not contain a key [type]: MapLike[{"chance":1.00,"output":{"item":"croptopia:banana"},"minRolls":1,"maxRolls":2}]; Failed to parse either. First: Not a json array: {"block":"croptopia:banana_sapling"}; Second: Input does not contain a key [type]: MapLike[{"block":"croptopia:banana_sapling"}]; No key input in MapLike[{"bookshelf:load_conditions":[{"type":"bookshelf:item_exists","values":["croptopia:banana_sapling"]}],"type":"botanypots:crop","seed":{"item":"croptopia:banana_sapling"},"categories":["dirt"],"growthTicks":1400,"display":{"block":"croptopia:banana_sapling"},"drops":[{"chance":1.00,"output":{"item":"croptopia:banana"},"minRolls":1,"maxRolls":2},{"chance":0.05,"output":{"item":"croptopia:banana_sapling"}}],"fabric:load_conditions":[{"condition":"fabric:all_mods_loaded","values":["botanypots"]}],"neoforge:conditions":[{"type":"almostunified:conditional","conditions_met":true,"original_conditions":[{"type":"neoforge:mod_loaded","modid":"botanypots"}]}]}]
[27May2026 11:33:21.493] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe aether_ores:crushing/holystone_lapis_ore: Failed to parse either. First: No key amount in MapLike[{"chance":0.125,"item":"aether:holystone"}]; No key id in MapLike[{"chance":0.125,"item":"aether:holystone"}]; Second: Failed to parse either. First: No key id in MapLike[{"chance":0.125,"item":"aether:holystone"}]; Second: Failed to parse either. First: Not a JSON object: "aether:holystone"; Second: Compat cannot be deserialized; Failed to parse either. First: No key amount in MapLike[{"chance":0.75,"item":"create:experience_nugget"}]; No key id in MapLike[{"chance":0.75,"item":"create:experience_nugget"}]; Second: Failed to parse either. First: No key id in MapLike[{"chance":0.75,"item":"create:experience_nugget"}]; Second: Failed to parse either. First: Not a JSON object: "create:experience_nugget"; Second: Compat cannot be deserialized; Failed to parse either. First: No key amount in MapLike[{"chance":0.5,"item":"minecraft:lapis_lazuli"}]; No key id in MapLike[{"chance":0.5,"item":"minecraft:lapis_lazuli"}]; Second: Failed to parse either. First: No key id in MapLike[{"chance":0.5,"item":"minecraft:lapis_lazuli"}]; Second: Failed to parse either. First: Not a JSON object: "minecraft:lapis_lazuli"; Second: Compat cannot be deserialized; Failed to parse either. First: No key amount in MapLike[{"count":12,"item":"minecraft:lapis_lazuli"}]; No key id in MapLike[{"count":12,"item":"minecraft:lapis_lazuli"}]; Second: Failed to parse either. First: No key id in MapLike[{"count":12,"item":"minecraft:lapis_lazuli"}]; Second: Failed to parse either. First: Not a JSON object: "minecraft:lapis_lazuli"; Second: Compat cannot be deserialized
[27May2026 11:33:21.496] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe croptopia:botanypots/lemon: Input does not contain a key [type]: MapLike[{"chance":0.05,"output":{"item":"croptopia:lemon_sapling"}}]; Input does not contain a key [type]: MapLike[{"chance":1.00,"output":{"item":"croptopia:lemon"},"minRolls":1,"maxRolls":2}]; Failed to parse either. First: Not a json array: {"block":"croptopia:lemon_sapling"}; Second: Input does not contain a key [type]: MapLike[{"block":"croptopia:lemon_sapling"}]; No key input in MapLike[{"bookshelf:load_conditions":[{"type":"bookshelf:item_exists","values":["croptopia:lemon_sapling"]}],"type":"botanypots:crop","seed":{"item":"croptopia:lemon_sapling"},"categories":["dirt"],"growthTicks":1400,"display":{"block":"croptopia:lemon_sapling"},"drops":[{"chance":1.00,"output":{"item":"croptopia:lemon"},"minRolls":1,"maxRolls":2},{"chance":0.05,"output":{"item":"croptopia:lemon_sapling"}}],"fabric:load_conditions":[{"condition":"fabric:all_mods_loaded","values":["botanypots"]}],"neoforge:conditions":[{"type":"almostunified:conditional","conditions_met":true,"original_conditions":[{"type":"neoforge:mod_loaded","modid":"botanypots"}]}]}]
[27May2026 11:33:21.503] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe tmted:fermenter/rotten_tomato: Failed to parse either. First: No key count in MapLike[{"id":"farmersdelight:rotten_tomato"}]; No key basePredicate in MapLike[{"id":"farmersdelight:rotten_tomato"}]; Second: Failed to parse either. First: Not a json array: {"id":"farmersdelight:rotten_tomato"}; Second: No key tag in MapLike[{"id":"farmersdelight:rotten_tomato"}]; No key item in MapLike[{"id":"farmersdelight:rotten_tomato"}]
[27May2026 11:33:21.504] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe aether_ores:crushing/holystone_gold_ore: Failed to parse either. First: No key amount in MapLike[{"chance":0.125,"item":"aether:holystone"}]; No key id in MapLike[{"chance":0.125,"item":"aether:holystone"}]; Second: Failed to parse either. First: No key id in MapLike[{"chance":0.125,"item":"aether:holystone"}]; Second: Failed to parse either. First: Not a JSON object: "aether:holystone"; Second: Compat cannot be deserialized; Failed to parse either. First: No key amount in MapLike[{"chance":0.75,"count":2,"item":"create:experience_nugget"}]; No key id in MapLike[{"chance":0.75,"count":2,"item":"create:experience_nugget"}]; Second: Failed to parse either. First: No key id in MapLike[{"chance":0.75,"count":2,"item":"create:experience_nugget"}]; Second: Failed to parse either. First: Not a JSON object: "create:experience_nugget"; Second: Compat cannot be deserialized; Failed to parse either. First: No key amount in MapLike[{"chance":0.25,"item":"create:crushed_raw_gold"}]; No key id in MapLike[{"chance":0.25,"item":"create:crushed_raw_gold"}]; Second: Failed to parse either. First: No key id in MapLike[{"chance":0.25,"item":"create:crushed_raw_gold"}]; Second: Failed to parse either. First: Not a JSON object: "create:crushed_raw_gold"; Second: Compat cannot be deserialized; Failed to parse either. First: No key amount in MapLike[{"count":2,"item":"create:crushed_raw_gold"}]; No key id in MapLike[{"count":2,"item":"create:crushed_raw_gold"}]; Second: Failed to parse either. First: No key id in MapLike[{"count":2,"item":"create:crushed_raw_gold"}]; Second: Failed to parse either. First: Not a JSON object: "create:crushed_raw_gold"; Second: Compat cannot be deserialized
[27May2026 11:33:21.504] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe oaksdelight:crafting/orange_stained_display_case: Unknown registry key in ResourceKey[minecraft:root / minecraft:item]: oaksdelight:orange_stained_display_case
[27May2026 11:33:21.505] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe createdeco:placard: Failed to parse either. First: Not a json array: {"id":"minecraft:white_dye"}; Second: No key tag in MapLike[{"id":"minecraft:white_dye"}]; No key item in MapLike[{"id":"minecraft:white_dye"}]
[27May2026 11:33:21.505] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe createdieselgenerators:compat/immersiveengineering/herbicide: Failed to parse either. First: Failed to parse either. First: Unknown registry key in ResourceKey[minecraft:root / neoforge:fluid_ingredient_type]: minecraft:fluid_tag; Unknown registry key in ResourceKey[minecraft:root / neoforge:fluid_ingredient_type]: minecraft:fluid_tag; Second: Failed to parse either. First: No key fluid in MapLike[{"type":"fluid_tag","fluidTag":"c:ethanol","amount":500}]; Invalid Type: fluid_tag; Second: No key fluid_tag in MapLike[{"type":"fluid_tag","fluidTag":"c:ethanol","amount":500}]; Second: Failed to parse either. First: Not a json array: {"type":"fluid_tag","fluidTag":"c:ethanol","amount":500}; Second: Unknown registry key in ResourceKey[minecraft:root / neoforge:ingredient_serializer]: minecraft:fluid_tag
[27May2026 11:33:21.510] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe croptopia:botanypots/apple: Input does not contain a key [type]: MapLike[{"chance":0.05,"output":{"item":"croptopia:apple_sapling"}}]; Input does not contain a key [type]: MapLike[{"chance":1.00,"output":{"item":"minecraft:apple"},"minRolls":1,"maxRolls":2}]; Failed to parse either. First: Not a json array: {"block":"croptopia:apple_sapling"}; Second: Input does not contain a key [type]: MapLike[{"block":"croptopia:apple_sapling"}]; No key input in MapLike[{"bookshelf:load_conditions":[{"type":"bookshelf:item_exists","values":["croptopia:apple_sapling"]}],"type":"botanypots:crop","seed":{"item":"croptopia:apple_sapling"},"categories":["dirt"],"growthTicks":1400,"display":{"block":"croptopia:apple_sapling"},"drops":[{"chance":1.00,"output":{"item":"minecraft:apple"},"minRolls":1,"maxRolls":2},{"chance":0.05,"output":{"item":"croptopia:apple_sapling"}}],"fabric:load_conditions":[{"condition":"fabric:all_mods_loaded","values":["botanypots"]}],"neoforge:conditions":[{"type":"almostunified:conditional","conditions_met":true,"original_conditions":[{"type":"neoforge:mod_loaded","modid":"botanypots"}]}]}]
[27May2026 11:33:21.521] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe kitchenkarrot:plate/sweet_loaf: No key id in MapLike[{"item":"kitchenkarrot:sweet_loaf_slice"}]; No key id in MapLike[{"item":"kitchenkarrot:sweet_loaf"}]
[27May2026 11:33:21.527] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe croptopia:botanypots/orange: Input does not contain a key [type]: MapLike[{"chance":0.05,"output":{"item":"croptopia:orange_sapling"}}]; Input does not contain a key [type]: MapLike[{"chance":1.00,"output":{"item":"croptopia:orange"},"minRolls":1,"maxRolls":2}]; Failed to parse either. First: Not a json array: {"block":"croptopia:orange_sapling"}; Second: Input does not contain a key [type]: MapLike[{"block":"croptopia:orange_sapling"}]; No key input in MapLike[{"bookshelf:load_conditions":[{"type":"bookshelf:item_exists","values":["croptopia:orange_sapling"]}],"type":"botanypots:crop","seed":{"item":"croptopia:orange_sapling"},"categories":["dirt"],"growthTicks":1400,"display":{"block":"croptopia:orange_sapling"},"drops":[{"chance":1.00,"output":{"item":"croptopia:orange"},"minRolls":1,"maxRolls":2},{"chance":0.05,"output":{"item":"croptopia:orange_sapling"}}],"fabric:load_conditions":[{"condition":"fabric:all_mods_loaded","values":["botanypots"]}],"neoforge:conditions":[{"type":"almostunified:conditional","conditions_met":true,"original_conditions":[{"type":"neoforge:mod_loaded","modid":"botanypots"}]}]}]
[27May2026 11:33:21.527] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe kitchenkarrot:air_compressor/kelp_soda: No key id in MapLike[{"item":"kitchenkarrot:kelp_soda"}]
[27May2026 11:33:21.531] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe kitchenkarrot:brewing_barrel/mead: No key water_consumption in MapLike[{"recipe":[{"item":"minecraft:honeycomb"},{"item":"minecraft:honeycomb"},{"item":"minecraft:honeycomb"},{"item":"kitchenkarrot:water"},{"item":"kitchenkarrot:water"},{"item":"kitchenkarrot:water"}],"craftingtime":6000}]; No key id in MapLike[{"item":"kitchenkarrot:mead"}]
[27May2026 11:33:21.533] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe kitchenkarrot:air_compressor/dandelion_coke: No key id in MapLike[{"item":"kitchenkarrot:dandelion_coke"}]
[27May2026 11:33:21.535] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe croptopia:botanypots/kumquat: Input does not contain a key [type]: MapLike[{"chance":0.05,"output":{"item":"croptopia:kumquat_sapling"}}]; Input does not contain a key [type]: MapLike[{"chance":1.00,"output":{"item":"croptopia:kumquat"},"minRolls":1,"maxRolls":2}]; Failed to parse either. First: Not a json array: {"block":"croptopia:kumquat_sapling"}; Second: Input does not contain a key [type]: MapLike[{"block":"croptopia:kumquat_sapling"}]; No key input in MapLike[{"bookshelf:load_conditions":[{"type":"bookshelf:item_exists","values":["croptopia:kumquat_sapling"]}],"type":"botanypots:crop","seed":{"item":"croptopia:kumquat_sapling"},"categories":["dirt"],"growthTicks":1400,"display":{"block":"croptopia:kumquat_sapling"},"drops":[{"chance":1.00,"output":{"item":"croptopia:kumquat"},"minRolls":1,"maxRolls":2},{"chance":0.05,"output":{"item":"croptopia:kumquat_sapling"}}],"fabric:load_conditions":[{"condition":"fabric:all_mods_loaded","values":["botanypots"]}],"neoforge:conditions":[{"type":"almostunified:conditional","conditions_met":true,"original_conditions":[{"type":"neoforge:mod_loaded","modid":"botanypots"}]}]}]
[27May2026 11:33:21.541] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe kitchenkarrot:air_compressor/canned_beef_potato: No key id in MapLike[{"item":"kitchenkarrot:canned_beef_potato"}]
[27May2026 11:33:21.542] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe aether_ores:crushing/holystone_coal_ore: Failed to parse either. First: No key amount in MapLike[{"chance":0.125,"item":"aether:holystone"}]; No key id in MapLike[{"chance":0.125,"item":"aether:holystone"}]; Second: Failed to parse either. First: No key id in MapLike[{"chance":0.125,"item":"aether:holystone"}]; Second: Failed to parse either. First: Not a JSON object: "aether:holystone"; Second: Compat cannot be deserialized; Failed to parse either. First: No key amount in MapLike[{"chance":0.75,"item":"create:experience_nugget"}]; No key id in MapLike[{"chance":0.75,"item":"create:experience_nugget"}]; Second: Failed to parse either. First: No key id in MapLike[{"chance":0.75,"item":"create:experience_nugget"}]; Second: Failed to parse either. First: Not a JSON object: "create:experience_nugget"; Second: Compat cannot be deserialized; Failed to parse either. First: No key amount in MapLike[{"chance":0.25,"item":"minecraft:coal"}]; No key id in MapLike[{"chance":0.25,"item":"minecraft:coal"}]; Second: Failed to parse either. First: No key id in MapLike[{"chance":0.25,"item":"minecraft:coal"}]; Second: Failed to parse either. First: Not a JSON object: "minecraft:coal"; Second: Compat cannot be deserialized; Failed to parse either. First: No key amount in MapLike[{"count":2,"item":"minecraft:coal"}]; No key id in MapLike[{"count":2,"item":"minecraft:coal"}]; Second: Failed to parse either. First: No key id in MapLike[{"count":2,"item":"minecraft:coal"}]; Second: Failed to parse either. First: Not a JSON object: "minecraft:coal"; Second: Compat cannot be deserialized
[27May2026 11:33:21.542] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe oaksdelight:crafting/white_stained_display_case: Unknown registry key in ResourceKey[minecraft:root / minecraft:item]: oaksdelight:white_stained_display_case
[27May2026 11:33:21.543] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe kitchenkarrot:air_compressor/twisting_soda: No key id in MapLike[{"item":"kitchenkarrot:twisting_soda"}]
[27May2026 11:33:21.544] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe aether_ores:crushing/holystone_emerald_ore: Failed to parse either. First: No key amount in MapLike[{"chance":0.125,"item":"aether:holystone"}]; No key id in MapLike[{"chance":0.125,"item":"aether:holystone"}]; Second: Failed to parse either. First: No key id in MapLike[{"chance":0.125,"item":"aether:holystone"}]; Second: Failed to parse either. First: Not a JSON object: "aether:holystone"; Second: Compat cannot be deserialized; Failed to parse either. First: No key amount in MapLike[{"chance":0.75,"item":"create:experience_nugget"}]; No key id in MapLike[{"chance":0.75,"item":"create:experience_nugget"}]; Second: Failed to parse either. First: No key id in MapLike[{"chance":0.75,"item":"create:experience_nugget"}]; Second: Failed to parse either. First: Not a JSON object: "create:experience_nugget"; Second: Compat cannot be deserialized; Failed to parse either. First: No key amount in MapLike[{"chance":0.25,"item":"minecraft:emerald"}]; No key id in MapLike[{"chance":0.25,"item":"minecraft:emerald"}]; Second: Failed to parse either. First: No key id in MapLike[{"chance":0.25,"item":"minecraft:emerald"}]; Second: Failed to parse either. First: Not a JSON object: "minecraft:emerald"; Second: Compat cannot be deserialized; Failed to parse either. First: No key amount in MapLike[{"count":2,"item":"minecraft:emerald"}]; No key id in MapLike[{"count":2,"item":"minecraft:emerald"}]; Second: Failed to parse either. First: No key id in MapLike[{"count":2,"item":"minecraft:emerald"}]; Second: Failed to parse either. First: Not a JSON object: "minecraft:emerald"; Second: Compat cannot be deserialized
[27May2026 11:33:21.545] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe kitchenkarrot:plate/monster_lasagna: No key id in MapLike[{"item":"kitchenkarrot:small_monster_lasagna"}]; No key id in MapLike[{"item":"kitchenkarrot:monster_lasagna"}]
[27May2026 11:33:21.546] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe aether_ores:crushing/holystone_copper_ore: Failed to parse either. First: No key amount in MapLike[{"chance":0.125,"item":"aether:holystone"}]; No key id in MapLike[{"chance":0.125,"item":"aether:holystone"}]; Second: Failed to parse either. First: No key id in MapLike[{"chance":0.125,"item":"aether:holystone"}]; Second: Failed to parse either. First: Not a JSON object: "aether:holystone"; Second: Compat cannot be deserialized; Failed to parse either. First: No key amount in MapLike[{"chance":0.75,"item":"create:experience_nugget"}]; No key id in MapLike[{"chance":0.75,"item":"create:experience_nugget"}]; Second: Failed to parse either. First: No key id in MapLike[{"chance":0.75,"item":"create:experience_nugget"}]; Second: Failed to parse either. First: Not a JSON object: "create:experience_nugget"; Second: Compat cannot be deserialized; Failed to parse either. First: No key amount in MapLike[{"chance":0.25,"item":"create:crushed_raw_copper"}]; No key id in MapLike[{"chance":0.25,"item":"create:crushed_raw_copper"}]; Second: Failed to parse either. First: No key id in MapLike[{"chance":0.25,"item":"create:crushed_raw_copper"}]; Second: Failed to parse either. First: Not a JSON object: "create:crushed_raw_copper"; Second: Compat cannot be deserialized; Failed to parse either. First: No key amount in MapLike[{"count":7,"item":"create:crushed_raw_copper"}]; No key id in MapLike[{"count":7,"item":"create:crushed_raw_copper"}]; Second: Failed to parse either. First: No key id in MapLike[{"count":7,"item":"create:crushed_raw_copper"}]; Second: Failed to parse either. First: Not a JSON object: "create:crushed_raw_copper"; Second: Compat cannot be deserialized
[27May2026 11:33:21.549] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe kitchenkarrot:plate/feast_pizza: No key id in MapLike[{"item":"kitchenkarrot:feast_pizza_slice"}]; No key id in MapLike[{"item":"kitchenkarrot:feast_pizza"}]
[27May2026 11:33:21.553] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe croptopia:botanypots/date: Input does not contain a key [type]: MapLike[{"chance":0.05,"output":{"item":"croptopia:date_sapling"}}]; Input does not contain a key [type]: MapLike[{"chance":1.00,"output":{"item":"croptopia:date"},"minRolls":1,"maxRolls":2}]; Failed to parse either. First: Not a json array: {"block":"croptopia:date_sapling"}; Second: Input does not contain a key [type]: MapLike[{"block":"croptopia:date_sapling"}]; No key input in MapLike[{"bookshelf:load_conditions":[{"type":"bookshelf:item_exists","values":["croptopia:date_sapling"]}],"type":"botanypots:crop","seed":{"item":"croptopia:date_sapling"},"categories":["dirt"],"growthTicks":1400,"display":{"block":"croptopia:date_sapling"},"drops":[{"chance":1.00,"output":{"item":"croptopia:date"},"minRolls":1,"maxRolls":2},{"chance":0.05,"output":{"item":"croptopia:date_sapling"}}],"fabric:load_conditions":[{"condition":"fabric:all_mods_loaded","values":["botanypots"]}],"neoforge:conditions":[{"type":"almostunified:conditional","conditions_met":true,"original_conditions":[{"type":"neoforge:mod_loaded","modid":"botanypots"}]}]}]
[27May2026 11:33:21.554] [Render thread/ERROR] [net.minecraft.world.item.crafting.RecipeManager/]: Error parsing recipe kitchenkarrot:air_compressor/canned_mutton_pumpkin: No key id in MapLike[{"item":"kitchenkarrot:canned_mutton_pumpkin"}]
